"InventoryID","Glottocode","ISO6393","LanguageName","SpecificDialect","GlyphID","Phoneme","Allophones","Marginal","SegmentClass","Source","tone","stress","syllabic","short","long","consonantal","sonorant","continuant","delayedRelease","approximant","tap","trill","nasal","lateral","labial","round","labiodental","coronal","anterior","distributed","strident","dorsal","high","low","front","back","tense","retractedTongueRoot","advancedTongueRoot","periodicGlottalSource","epilaryngealSource","spreadGlottis","constrictedGlottis","fortis","raisedLarynxEjective","loweredLarynxImplosive","click"
1,"kore1280","kor",NA,NA,"02E6+02E5+02E9","˦˥˩",NA,"FALSE","tone","fake","+","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
1,"kore1280","kor",NA,NA,"02E6+02E7","˦˧",NA,"FALSE","tone","fake","+","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
1,"kore1280","kor",NA,NA,"02E6+02E8","˦˨",NA,"FALSE","tone","fake","+","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
1,"kore1280","kor",NA,NA,"02E6+02E8+0320","˦˨̠",NA,"FALSE","tone","fake","+","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-","+","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
1,"kore1280","kor",NA,NA,"02E6+02E8+0330","˦˨̰",NA,"FALSE","tone","fake","+","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","+","0","-","+","0","0","0","0"
1,"kore1280","kor",NA,NA,"02E6+02E8+02E7","˦˨˧",NA,"FALSE","tone","fake","+","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
1,"kore1280","kor",NA,NA,"02E6+02E8+02C0","˦˨ˀ",NA,"FALSE","tone","fake","+","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-","+","0","0","0","0"
1,"kore1280","kor",NA,NA,"02E6+02E9","˦˩",NA,"FALSE","tone","fake","+","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
1,"kore1280","kor",NA,NA,"02E6+02E9+0324","˦˩̤",NA,"FALSE","tone","fake","+","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","+","0","+","-","0","0","0","0"
1,"kore1280","kor",NA,NA,"02E6+2191","˦↑",NA,"FALSE","tone","fake","+","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
1,"kore1280","kor",NA,NA,"02E6+02C0","˦ˀ",NA,"FALSE","tone","fake","+","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-","+","0","0","0","0"
1,"kore1280","kor",NA,NA,"02E7","˧",NA,"FALSE","tone","fake","+","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
1,"kore1280","kor",NA,NA,"02E7+0320","˧̠",NA,"FALSE","tone","fake","+","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-","+","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
1,"kore1280","kor",NA,NA,"02E7+0324","˧̤",NA,"FALSE","tone","fake","+","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","+","0","+","-","0","0","0","0"
1,"kore1280","kor",NA,NA,"02E7+02E5","˧˥",NA,"FALSE","tone","fake","+","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
1,"kore1280","kor",NA,NA,"02E7+02E5+02E9","˧˥˩",NA,"FALSE","tone","fake","+","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
1,"kore1280","kor",NA,NA,"02E7+02E6+02E9","˧˦˩",NA,"FALSE","tone","fake","+","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
1,"kore1280","kor",NA,NA,"02E7+02E8","˧˨",NA,"FALSE","tone","fake","+","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
1,"kore1280","kor",NA,NA,"02E7+02E9","˧˩",NA,"FALSE","tone","fake","+","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
1,"kore1280","kor",NA,NA,"02E7+02E9+0324","˧˩̤",NA,"FALSE","tone","fake","+","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","+","0","+","-","0","0","0","0"
1,"kore1280","kor",NA,NA,"02E7+02E9+02E7+0324","˧˩˧̤",NA,"FALSE","tone","fake","+","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","+","0","+","-","0","0","0","0"
1,"kore1280","kor",NA,NA,"02E7+02E9+02C0","˧˩ˀ",NA,"FALSE","tone","fake","+","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-","+","0","0","0","0"
1,"kore1280","kor",NA,NA,"02E7+02C0","˧ˀ",NA,"FALSE","tone","fake","+","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-","+","0","0","0","0"
1,"kore1280","kor",NA,NA,"02E8","˨",NA,"FALSE","tone","fake","+","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
1,"kore1280","kor",NA,NA,"02E8+0324","˨̤",NA,"FALSE","tone","fake","+","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","+","0","+","-","0","0","0","0"
1,"kore1280","kor",NA,NA,"02E8+02E5","˨˥",NA,"FALSE","tone","fake","+","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
1,"kore1280","kor",NA,NA,"02E8+02E6","˨˦",NA,"FALSE","tone","fake","+","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
1,"kore1280","kor",NA,NA,"02E8+02E6+02E9","˨˦˩",NA,"FALSE","tone","fake","+","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
1,"kore1280","kor",NA,NA,"02E8+02E7","˨˧",NA,"FALSE","tone","fake","+","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
1,"kore1280","kor",NA,NA,"02E8+02E7+02E9","˨˧˩",NA,"FALSE","tone","fake","+","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
1,"kore1280","kor",NA,NA,"02E8+02E9","˨˩",NA,"FALSE","tone","fake","+","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
1,"kore1280","kor",NA,NA,"02E8+02E9+0320","˨˩̠",NA,"FALSE","tone","fake","+","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-","+","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
1,"kore1280","kor",NA,NA,"02E8+02E9+0324","˨˩̤",NA,"FALSE","tone","fake","+","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","+","0","+","-","0","0","0","0"
1,"kore1280","kor",NA,NA,"02E8+02E9+02E7","˨˩˧",NA,"FALSE","tone","fake","+","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
1,"kore1280","kor",NA,NA,"02E8+02E9+02E8","˨˩˨",NA,"FALSE","tone","fake","+","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
1,"kore1280","kor",NA,NA,"02E8+02E9+A71D","˨˩ꜝ",NA,"FALSE","tone","fake","+","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","+","0","0","0","0","0","0"
1,"kore1280","kor",NA,NA,"02E8+02E9+02C0","˨˩ˀ",NA,"FALSE","tone","fake","+","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-","+","0","0","0","0"
1,"kore1280","kor",NA,NA,"02E8+02E9+0330+02C0","˨˩̰ˀ",NA,"FALSE","tone","fake","+","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","+","0","-","+","0","0","0","0"
1,"kore1280","kor",NA,NA,"02E8+2193","˨↓",NA,"FALSE","tone","fake","+","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
1,"kore1280","kor",NA,NA,"02E9","˩",NA,"FALSE","tone","fake","+","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
1,"kore1280","kor",NA,NA,"02E9+0320","˩̠",NA,"FALSE","tone","fake","+","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-","+","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
1,"kore1280","kor",NA,NA,"02E9+02E5","˩˥",NA,"FALSE","tone","fake","+","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
1,"kore1280","kor",NA,NA,"02E9+02E5+02E9","˩˥˩",NA,"FALSE","tone","fake","+","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
